gene_id	transcript_id	prot_id	gene_name	Preferred_name	PFAM_arch	log2FoldChange	padj
LOC5518662	XM_032363467.2	XP_032219358.1	uncharacterized LOC5518662	TNFAIP6	CUB	0.7990264946675	0.00325287125113317
LOC5513728	XM_032383278.2	XP_032239169.2	GATOR complex protein DEPDC5	DEPDC5	IML1;DEP;DEPDC5_CTD	0.777439869941303	0.00173218394902552
LOC5505592	XM_001626284.3	XP_001626334.2	micronuclear linker histone polyprotein	NA	NA	0.757780575172998	0.000875565032174194
LOC5517531	XR_004289960.2	NA	uncharacterized LOC5517531	NA	NA	0.752919215862686	0.00621823919151001
LOC5519908	XM_032364822.2	XP_032220713.2	NA	NA	PDZ;PDZ_6;PDZ;PDZ_6;PDZ	0.75022622912892	0.00150125097461752
LOC116618652	XM_048727044.1	XP_048583001.1	NA	MYO1H	Myosin_head;Myosin_TH1	0.749741815959289	0.00106803458629377
LOC5520465	XM_048731735.1	XP_048587692.1	uncharacterized methyltransferase C25B8.09	-	Methyltransf_23;Methyltransf_25;Methyltransf_11;Methyltransf_12	0.745787540802521	0.00317845225470525
LOC5518779	XM_032363618.2	XP_032219509.2	major facilitator superfamily domain-containing protein 6-A	-	MFS_1_like;Nuc_H_symport;MFS_1	0.742415046954726	0.00027637353290489
LOC116601525	XM_032362413.2	XP_032218304.2	NA	NA	zf-DBF	0.734617850904916	0.000572773415407406
LOC5520318	XM_032365393.2	XP_032221284.1	ATP-binding cassette subfamily C member 4	-	ABC_membrane;ABC_tran;ABC_membrane;ABC_tran	0.728077286126389	0.00571160065678782
LOC125563056	XM_048727751.1	XP_048583708.1	uncharacterized LOC125563056	NA	NA	0.688836996938779	0.0051824868377206
LOC5510907	XM_032380108.2	XP_032235999.2	SH3 and PX domain-containing protein 2A	SH3PXD2B	PX;SH3_2;SH3_1;SH3_9;SH3_1;SH3_2;SH3_1;SH3_9	0.68616769732691	0.00920133124610209
LOC5516808	XM_048723931.1	XP_048579888.1	NA	-	DUF4062;AAA_16;AAA_22;NACHT;WD40;WD40;ANAPC4_WD40;WD40;WD40;WD40;WD40;WD40;WD40;WD40;WD40	0.673416836567546	0.000589595007593171
LOC5515029	XM_001635125.3	XP_001635175.3	NA	MGAT3	Glyco_transf_17	0.67315860402593	0.00506648117247539
LOC125563055	XM_048727750.1	XP_048583707.1	uncharacterized LOC125563055	NA	NA	0.664526949993739	0.00425140414346465
LOC116617375	XR_007306829.1	NA	uncharacterized LOC116617375	NA	NA	0.65289484236595	0.00694684866910233
LOC116617421	XM_032380150.2	XP_032236041.2	NA	TGS1	Met_10;UPF0020;Methyltransf_15;Methyltransf_25	0.605606297115348	0.00334442954965343
LOC5507875	XM_032376626.2	XP_032232517.2	NA	HEXIM1	HEXIM	0.603932107838853	0.000678343678906563
LOC5522320	XM_032367646.2	XP_032223537.2	NA	SYT9	C2;C2	0.592395322804681	0.00809506782242065
LOC5503652	XM_001624618.3	XP_001624668.2	NA	-	zf-RING_2;zf-C3HC4;zf-RING_UBOX;zf-B_box;zf-B_box;TLD	0.569024614594792	0.0070456264809598
LOC116609934	XM_032370764.2	XP_032226655.2	NA	-	RhoGEF	0.563226793717262	0.00579721733140312
LOC5522289	XM_048724961.1	XP_048580918.1	NA	-	PDZ;PDZ_6;PDZ;PDZ;PDZ_6;Anoct_dimer;Anoctamin	0.495899021317238	0.00695756672957494
