gene_id	transcript_id	prot_id	gene_name	Preferred_name	PFAM_arch	log2FoldChange	padj
LOC5518371	XM_001638334.3	XP_001638384.2	28S ribosomal protein S28%2C mitochondrial	MRPS28	MRP-S35	-1.16455782536123	3.70675094765467e-07
LOC5520162	XM_001640036.3	XP_001640086.2	phosphoribosyl pyrophosphate synthase-associated protein 2	PRPSAP1	Pribosyltran_N;Pribosyltran;Pribosyl_synth	-1.16346548446582	2.0487529063581e-08
LOC5506375	XM_032374749.2	XP_032230640.2	NA	TSTA3	RmlD_sub_bind;Epimerase;GDP_Man_Dehyd	-1.1580826680432	5.73223247179111e-06
LOC5500516	XM_032368925.2	XP_032224816.1	probable malonyl-CoA-acyl carrier protein transacylase%2C mitochondrial	-	Acyl_transf_1	-1.1572617281496	1.80851109258305e-05
LOC5505837	XM_032374190.2	XP_032230081.1	sodium-coupled neutral amino acid transporter 9	SLC38A9	Aa_trans	-1.15469419493596	4.91442084257828e-06
LOC116608645	XM_048721867.1	XP_048577824.1	NA	RNF17	zf-RING_5;TUDOR;TUDOR;TUDOR;TUDOR	-1.15365138257207	1.32559384669367e-10
LOC5517065	XM_001637054.3	XP_001637104.2	NA	NA	Smg4_UPF3;RRM_1	-1.15305330021431	2.63417751688954e-05
LOC116601605	XM_032362544.2	XP_032218435.2	glutathione peroxidase 1-like	GPX2	AhpC-TSA;GSHPx	-1.14887011539568	4.83653824807346e-09
LOC5514677	XM_001634732.3	XP_001634782.2	NA	BIN3	BAR	-1.14453003582801	1.25295646093228e-07
LOC5518665	XM_001638542.3	XP_001638592.2	NA	SLC17A9	MFS_1	-1.14418610266831	5.81733947500197e-09
LOC5504661	XM_001625517.3	XP_001625567.2	regulator of microtubule dynamics protein 1	RMDN1	NA	-1.14332961031726	5.76994319452329e-07
LOC116618619	XM_032382546.2	XP_032238437.1	crossover junction endonuclease MUS81	MUS81	ERCC4	-1.13812163476156	3.09469711638692e-08
LOC116610690	XM_048727770.1	XP_048583727.1	NA	NA	NA	-1.13305649116368	0.000202535718632652
LOC5507268	XM_001627880.3	XP_001627930.1	40S ribosomal protein S12	RPS12	Ribosomal_L7Ae	-1.13233265212281	0.00617667999722609
LOC5506655	XM_032375084.2	XP_032230975.2	ankyrin repeat domain-containing protein 40	ANKRD40	Ank_4;Ank_2;Ank_5;Ank_3;Ank	-1.12733886534875	0.00512969166072488
LOC5515521	XM_001635583.2	XP_001635633.2	prostaglandin E synthase 3	PTGES3	CS	-1.1203532948532	7.88737298743256e-09
LOC5498815	XM_048727740.1	XP_048583697.1	NA	NAGA	Melibiase_2;Melibiase;Melibiase_2_C;Melibiase_C	-1.11288948027038	3.69978635494076e-06
LOC5511595	XM_048726419.1	XP_048582376.1	NA	ANKFY1	BTB;Ank;Ank_2;Ank_4;Ank_5;Ank_3;Ank;Ank;Ank_2;Ank_5;Ank_3;Ank;Ank_4;Ank_2;Ank_4;Ank_2;Ank_4;Ank;FYVE	-1.10556701390324	5.48065238384383e-08
LOC5513359	XM_048720532.1	XP_048576489.1	NA	NA	Ufd2P_core;UQ_con	-1.10482017095313	0.00142715678851021
LOC5506862	XM_001627502.3	XP_001627552.2	protein FAM210B%2C mitochondrial	FAM210B	DUF1279	-1.09873316592577	0.000359833562867675
LOC5520338	XM_001640115.3	XP_001640165.2	glutathione S-transferase P	-	GST_N;GST_C_3;GST_C	-1.09661200944065	2.53599063793637e-08
LOC5509947	XM_032379004.2	XP_032234895.2	N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase	-	Asparaginase_2	-1.09526393381777	0.000561950588967446
LOC5506858	XM_048720435.1	XP_048576392.1	NA	SLC12A6	AA_permease_2;AA_permease;AA_permease;SLC12;SLC12;SLC12	-1.09072536985527	0.00649297898122997
LOC116601441	XM_048728048.1	XP_048584005.1	activated RNA polymerase II transcriptional coactivator p15	SUB1	PC4	-1.08010823753742	0.000602279747279215
LOC116613532	XR_004294195.2	NA	uncharacterized LOC116613532	NA	NA	-1.07899480896178	0.00174542306366927
LOC116611878	XR_004293704.2	NA	uncharacterized LOC116611878	NA	NA	-1.07045157283933	8.48536721368457e-05
LOC5508812	XM_001629320.3	XP_001629370.2	DNA polymerase epsilon subunit 3	POLE3	Histone;CBFD_NFYB_HMF	-1.06908130912727	7.31828338830815e-07
LOC5502481	XM_001623608.3	XP_001623658.2	NA	NA	NUDIX	-1.06858355712021	4.15931676189206e-09
LOC5519167	XM_032363986.2	XP_032219877.2	NA	NA	Pkinase;PK_Tyr_Ser-Thr;Roc;COR;Death;TIR_2	-1.06506658820875	2.23515633634149e-05
LOC5507746	XM_032376500.2	XP_032232391.1	annexin A7	-	CD225	-1.06495941486196	0.000214989619103332
LOC5509022	XM_001629509.3	XP_001629559.2	uncharacterized LOC5509022	NA	NDUFV3	-1.05556018247575	9.04977756881878e-05
LOC5513549	XM_001633785.3	XP_001633835.2	phytanoyl-CoA dioxygenase%2C peroxisomal	PHYH	PhyH	-1.05304907012966	8.80622718805513e-05
LOC5518247	XM_032362879.2	XP_032218770.1	F-box/LRR-repeat protein 5	FBXL5	F-box-like;F-box;LRR_6	-1.04538766858544	2.09293017009669e-06
LOC5506634	XM_048732481.1	XP_048588438.1	NA	ALG9	Glyco_transf_22	-1.0431828366261	0.000104233544688677
LOC116615667	XM_032377492.2	XP_032233383.1	uncharacterized protein CG13380	NA	NA	-1.03848894908058	0.000521657075176569
LOC5514152	XM_001634293.3	XP_001634343.1	tubulin-specific chaperone A	TBCA	TBCA	-1.03719342375261	1.58860952863078e-08
LOC5520744	XM_032365893.2	XP_032221784.2	NA	NA	NA	-1.03277685172583	6.17188328345904e-06
LOC5508628	XM_048729372.1	XP_048585329.1	glutamine amidotransferase-like class 1 domain-containing protein 1	PDDC1	DJ-1_PfpI	-1.03222243132896	0.00201572187366577
LOC5502968	XM_001624030.3	XP_001624080.2	isovaleryl-CoA dehydrogenase%2C mitochondrial	IVD	Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1;Acyl-CoA_dh_2	-1.03167189452174	4.18941868407237e-07
LOC5515555	XM_048723880.1	XP_048579837.1	NA	AAAS	WD40	-1.02719426175542	2.32424207402795e-05
LOC5508216	XM_001628774.3	XP_001628824.1	2-aminoethylphosphonate--pyruvate transaminase	-	Aminotran_5;Aminotran_1_2	-1.02642306126056	2.49075156377972e-09
LOC5521082	XM_032366219.2	XP_032222110.1	NA	SNX11	PX	-1.02282876736822	6.22815524769164e-05
LOC5516143	XM_032385923.2	XP_032241814.2	inactive peptidyl-prolyl cis-trans isomerase FKBP6	FKBP6	FKBP_C	-1.02257957614028	0.000314646130622566
LOC5502380	XM_001623521.3	XP_001623571.3	LDLR chaperone boca	MESDC2	Mesd	-1.02191363324921	1.28108254905009e-07
LOC5505345	XM_048731054.1	XP_048587011.1	proline and serine-rich protein 1	PROSER1	DUF4476;DUF4476	-1.01921385119226	7.57987018829347e-08
LOC125570800	XR_007313120.1	NA	uncharacterized LOC125570800	NA	NA	-1.01752796885276	2.02189964109545e-07
LOC5513487	XM_048722879.1	XP_048578836.1	NA	-	Catalase;Catalase-rel	-1.01513343673537	2.77368609895736e-06
LOC5501805	XM_001623009.3	XP_001623059.2	actin-related protein 2/3 complex subunit 1A-A	ARPC1A	WD40;WD40	-1.01439218202525	5.94676675972894e-05
LOC5514320	XM_032383867.2	XP_032239758.2	DNA helicase MCM9	MCM9	MCM_OB;MCM;AAA_5;Mg_chelatase;MCM_lid	-1.01437851371444	0.00027637353290489
LOC5516662	XM_048721482.1	XP_048577439.1	NA	NA	Ribosomal_S15	-1.01070672360778	0.00236544899050487
LOC5506141	XM_048731372.1	XP_048587329.1	ATP-binding cassette sub-family F member 1	ABCF1	ABC_tran;ABC_tran_Xtn;ABC_tran	-1.01068327276645	0.000303265613706214
LOC116604127	XM_032366065.2	XP_032221956.1	tauropine dehydrogenase	-	Octopine_DH	-1.00740862921534	0.00221606223167866
LOC5499416	XM_048719750.1	XP_048575707.1	ribonuclease H2 subunit C	RNASEH2C	RNase_H2_suC	-1.00131244489816	0.000547508706859839
LOC5522175	XM_032367459.2	XP_032223350.1	riboflavin-binding protein	FOLR1	Folate_rec	-1.00014182965469	1.48097733155239e-05
LOC5521334	XM_032366261.2	XP_032222152.2	cytoplasmic dynein 1 intermediate chain 2	DYNC1I2	Dynein_IC2;WD40	-0.999693121632758	8.80622718805513e-05
LOC5521374	XM_001641115.3	XP_001641165.2	NA	NA	NA	-0.999028071880823	0.00539515162573044
LOC5515896	XM_001636014.3	XP_001636064.2	NA	NA	DUF2368	-0.996825939992225	0.00015849591433651
LOC5506893	XM_001627521.3	XP_001627571.1	NA	C16orf52	L_HMGIC_fpl;Atthog	-0.992093247855311	0.00326970611324646
LOC5501622	XM_001622850.3	XP_001622900.2	mitochondrial import inner membrane translocase subunit TIM14	DNAJC19	NA	-0.991150710291551	0.000442038877575361
LOC116618546	XM_048720302.1	XP_048576259.1	NA	NA	Death	-0.985587456642873	1.86202184722837e-05
LOC5501453	XM_001622695.3	XP_001622745.3	selenocysteine lyase	SCLY	Aminotran_5	-0.983509542827111	0.00573512504541859
LOC116617571	XM_048726678.1	XP_048582635.1	uncharacterized LOC116617571	NA	NA	-0.981356456992232	0.00923717773155647
LOC5521573	XM_032366674.2	XP_032222565.2	glutamine amidotransferase-like class 1 domain-containing protein 3%2C mitochondrial	C21orf33	DJ-1_PfpI	-0.978154572910444	0.000725352896037737
LOC5507732	XM_032376425.2	XP_032232316.1	NA	TTC39C	DUF3808	-0.977797617847152	1.41779903356828e-08
LOC5518032	XM_001638021.3	XP_001638071.2	NA	PDCD6	EF-hand_7;EF-hand_6;EF-hand_5;EF-hand_8;EF-hand_5;EF-hand_7;EF-hand_1;EF-hand_6;EF-hand_5;EF-hand_8	-0.977797277616956	0.000521569841597398
LOC5521032	XM_032366026.2	XP_032221917.1	NA	-	NA	-0.974571115477846	0.000424659568820351
LOC5511448	XM_048733933.1	XP_048589890.1	NA	obr-2	Ank_2;Ank;Ank_4;Ank_5;Ank;Ank_2;Ank_4;Ank_5;Ank;Oxysterol_BP	-0.971923258421306	3.52207665274468e-09
LOC5502278	XM_048725801.1	XP_048581758.1	NA	-	NA	-0.969529053179489	4.02683736846205e-08
LOC5519267	XM_032364040.2	XP_032219931.1	ribose-phosphate pyrophosphokinase 2	PRPS2	Pribosyltran_N;Pribosyltran;Pribosyl_synth	-0.966536859250098	8.92467817647784e-08
LOC5503011	XM_032371308.2	XP_032227199.1	methylosome protein 50	WDR77	WD40;WD40	-0.964652771081217	6.63435869716889e-06
LOC5516123	XM_048724081.1	XP_048580038.1	NA	phr	DNA_photolyase	-0.964026098866951	0.000199739683337989
LOC5507766	XM_032376480.2	XP_032232371.1	NA	PARK7	DJ-1_PfpI	-0.962315229881565	5.01957082638649e-06
LOC116618239	XM_032381735.2	XP_032237626.1	uncharacterized LOC116618239	NA	NA	-0.96215465091453	0.000107029948682504
LOC5519665	XM_048726128.1	XP_048582085.1	transmembrane protein 14C	TMEM14C	Tmemb_14	-0.957068578291705	0.000196442684717763
LOC5505343	XM_032373791.2	XP_032229682.1	28S ribosomal protein S33%2C mitochondrial	MRPS33	MRP-S33	-0.956895001126017	0.00117400537843078
LOC5519414	XM_001639331.3	XP_001639381.2	saccharopine dehydrogenase-like oxidoreductase	SCCPDH	Sacchrp_dh_NADP	-0.955709106045222	0.000199739683337989
LOC5501231	XM_001622499.3	XP_001622549.1	GDP-mannose 4%2C6 dehydratase	GMDS	RmlD_sub_bind;Epimerase;GDP_Man_Dehyd	-0.955293566679295	6.97459862052807e-06
LOC5516184	XM_048731040.1	XP_048586997.1	acyl-coenzyme A synthetase ACSM3%2C mitochondrial-like	ACSM3	AMP-binding;AMP-binding_C	-0.951635865751581	8.53238473524966e-05
LOC5511552	XM_001631880.3	XP_001631930.2	ubiquitin-conjugating enzyme E2 G1	UBE2G1	UQ_con	-0.948247006075344	1.12629439856786e-05
LOC5503629	XM_032371915.2	XP_032227806.1	peptidase M20 domain-containing protein 2	PM20D2	Peptidase_M20;M20_dimer	-0.945537706330092	0.000178359997626492
LOC116620261	XM_032385997.2	XP_032241888.1	uncharacterized LOC116620261	NA	Death	-0.944773158474719	0.00875213036723926
LOC116605646	XM_048727979.1	XP_048583936.1	uncharacterized LOC116605646	NA	NA	-0.943854148602577	1.58832280597048e-05
LOC5505003	XM_001625820.3	XP_001625870.2	peptidyl-tRNA hydrolase 2%2C mitochondrial	-	PTH2	-0.9419361405108	2.5548710194916e-06
LOC5501448	XM_032369747.2	XP_032225638.1	protein VAC14 homolog	VAC14	Vac14_Fab1_bd;HEAT;Vac14_Fig4_bd	-0.941861046937325	2.84499721767817e-08
LOC5514864	XM_032384415.2	XP_032240306.2	zinc finger CCCH domain-containing protein 15 homolog	ZC3H15	zf-CCCH;DFRP_C	-0.939316853174034	0.00899669528791954
LOC116610383	XM_048728141.1	XP_048584098.1	NA	NA	NA	-0.93922037645669	0.000127144161334419
LOC5501832	XM_001623042.3	XP_001623092.2	NA	-	DUF21	-0.93859405825897	0.00972373219986624
LOC5514310	XM_001634447.3	XP_001634497.3	origin recognition complex subunit 2	ORC2	ORC2	-0.935277109604436	0.000273117076710892
LOC5514755	XM_048734642.1	XP_048590599.1	NA	-	CD20	-0.934989446181086	6.87845912494084e-07
LOC5518020	XM_048720690.1	XP_048576647.1	trichohyalin-like	CEP89	NA	-0.93490520491277	6.94271077147735e-05
LOC5512516	XM_048733716.1	XP_048589673.1	NA	-	MFS_1	-0.933745302324821	0.000273279347345876
LOC5506847	XM_001627486.3	XP_001627536.1	thiamine-triphosphatase	THTPA	CYTH	-0.932994175459405	0.00735956968947228
LOC5511536	XM_001631916.3	XP_001631966.3	NA	FBXO9	F-box-like;FBO_C	-0.928505402098671	2.48215360960306e-06
LOC5500945	XM_032369316.2	XP_032225207.2	NA	-	Efg1	-0.926258651109381	0.00038311703647821
LOC5520195	XM_032365209.2	XP_032221100.1	NA	METTL23	Methyltransf_16	-0.922826555788658	0.000192455423053113
LOC116601618	XM_048720591.1	XP_048576548.1	NEDD8	NEDD8	Rad60-SLD;Ubiquitin_2;ubiquitin	-0.917487779161658	0.00120130458830936
LOC5508297	XM_001628859.3	XP_001628909.2	COP9 signalosome complex subunit 1	GPS1	RPN7;PCI	-0.916317852134229	2.8531239837906e-05
LOC5504729	XM_032373071.2	XP_032228962.2	NA	NA	Exo_endo_phos	-0.914705657214241	1.87897732704528e-05
LOC5511726	XM_001632044.3	XP_001632094.2	NA	-	Arrestin_N;Arrestin_C	-0.912013275628203	0.000124927997616139
LOC5511676	XM_048732318.1	XP_048588275.1	vicilin-like seed storage protein At2g18540	EPSTI1	NA	-0.90730989175721	0.00164923106597616
LOC116611609	XM_048734349.1	XP_048590306.1	AP-5 complex subunit sigma-1	AP5S1	AP-5_subunit_s1	-0.905269447905156	7.13797830461334e-05
LOC5518907	XM_001638839.3	XP_001638889.1	uncharacterized LOC5518907	-	MGAT2	-0.904933752261198	3.09881328401455e-05
LOC5513645	XM_001633831.3	XP_001633881.2	prostaglandin reductase 2	-	ADH_N_2;ADH_zinc_N;ADH_zinc_N_2	-0.904854534559407	2.66645269108317e-06
LOC116614186	XM_032374905.2	XP_032230796.1	NA	NA	SRP40_C	-0.904839343720508	0.0024683167849161
LOC116603018	XM_032363935.2	XP_032219826.2	NA	OARD1	Macro	-0.904126724447732	0.000379099261445123
LOC5515791	XM_048722439.1	XP_048578396.1	NA	HSD17B8	adh_short;KR;adh_short_C2	-0.903930631781158	9.84443850216026e-07
LOC116601172	XR_004289929.2	NA	uncharacterized LOC116601172	NA	NA	-0.903318256617033	0.00670527071294982
LOC5505438	XM_001626203.3	XP_001626253.2	exosome complex component RRP43	EXOSC8	RNase_PH;RNase_PH_C	-0.902689142401242	0.00128935143724119
LOC5514751	XM_001634832.3	XP_001634882.2	putative peptidyl-tRNA hydrolase PTRHD1	PTRHD1	PTH2	-0.901118444563404	0.000297596683463063
LOC5509157	XM_001629659.3	XP_001629709.2	oxidoreductase HTATIP2	HTATIP2	NAD_binding_10;HIM1	-0.899595643281188	0.00524672247543951
LOC5509651	XM_001630119.3	XP_001630169.2	glutamate dehydrogenase	-	ELFV_dehydrog_N;ELFV_dehydrog	-0.897975315381934	0.000323634553813184
LOC5517344	XM_032361828.2	XP_032217719.1	NA	-	GPR_Gpa2_C	-0.896606049850033	0.000505738057217535
LOC5511741	XM_048719400.1	XP_048575357.1	lysophospholipid acyltransferase 7	MBOAT7	MBOAT	-0.896047674455104	0.000512211876284816
LOC5517612	XM_032362118.2	XP_032218009.2	uncharacterized LOC5517612	-	NA	-0.895617189000896	0.00347988112009002
LOC116620805	XM_048721484.1	XP_048577441.1	NA	NA	Ribosomal_S15	-0.891840593157018	0.000425040837365642
LOC5511807	XM_032381139.2	XP_032237030.1	acid phosphatase type 7	-	Pur_ac_phosph_N;Metallophos;Metallophos_C	-0.890314219034651	1.03461522480848e-05
LOC5521501	XM_001641352.3	XP_001641402.1	xaa-Pro dipeptidase	PEPD	AMP_N;Peptidase_M24	-0.887130368949841	0.00140135499177894
LOC5509145	XM_001629636.3	XP_001629686.1	DAZ-associated protein 2	DAZAP2	DAZAP2	-0.885935205425044	2.06793007400544e-05
LOC5509536	XM_032378489.2	XP_032234380.1	uncharacterized LOC5509536	NA	NA	-0.885445011165764	0.00930024319482842
LOC5517410	XM_048728020.1	XP_048583977.1	SOSS complex subunit C homolog	-	SOSSC	-0.882221873976966	0.000936093371483389
LOC5517998	XM_032362564.2	XP_032218455.2	NA	OTUD6B	OTU	-0.882158218617961	0.00871752077334284
LOC5518327	XM_001638240.3	XP_001638290.2	NA	LEPROTL1	Vps55	-0.880863748662749	0.00155191327197869
LOC5504466	XM_032372779.2	XP_032228670.2	dehydrogenase/reductase SDR family member 7	DHRS7	adh_short;KR;adh_short_C2	-0.878579511267982	0.000630686499076238
LOC5513669	XM_032383154.2	XP_032239045.2	uncharacterized LOC5513669	NA	Exo_endo_phos	-0.874061478181636	0.00511085375543118
LOC5520815	XM_001640481.3	XP_001640531.2	elongation factor 1-gamma-A	eef1g	GST_N;GST_N_3;GST_N_2;GST_C;GST_C_3;EF1G	-0.873329580720831	0.000344013085611146
LOC5519959	XM_001639852.3	XP_001639902.2	sphingosine-1-phosphate lyase 1	SGPL1	Pyridoxal_deC;Aminotran_5;Aminotran_1_2	-0.87272251766878	0.00100668979354948
LOC5510935	XM_001631336.3	XP_001631386.3	NA	RNASEH1	Cauli_VI;RNase_H	-0.87260656320874	2.63417751688954e-05
LOC5516727	XM_001636699.3	XP_001636749.3	cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2	CMTR2	FtsJ;FtsJ	-0.872337187072487	0.000272292953118982
LOC116618674	XR_004296290.2	NA	NA	NA	NA	-0.871594853086924	0.00784748253997622
LOC5507598	XM_032376261.2	XP_032232152.2	dihydropyrimidine dehydrogenase [NADP(+)]	DPYD	Fer4_20;Pyr_redox_2;DHO_dh;Dus;Fer4_21	-0.867348013774989	7.18334615996852e-05
LOC5514113	XM_048731385.1	XP_048587342.1	NA	TDRD5	OST-HTH;OST-HTH;OST-HTH;TUDOR	-0.866165496413588	1.53536456424317e-05
LOC116614112	XM_048729097.1	XP_048585054.1	NA	RNF4	zf-RING_2;zf-C3HC4_2;zf-RING_5;zf-C3HC4;zf-RING_UBOX	-0.861808476705234	0.000348644724105168
LOC5518637	XM_032363452.2	XP_032219343.1	NA	ALG3	ALG3	-0.86081734424997	0.000975652223977781
LOC5502946	XM_048727470.1	XP_048583427.1	NA	LRRK1	Ank_2;Ank_4;Ank;Ank_2;Ank_2;LRR_8;Ras;Roc;COR;Pkinase;PK_Tyr_Ser-Thr;WD40_2	-0.8587667588179	0.0031669430688344
LOC5506211	XM_001626906.3	XP_001626956.3	thiamine transporter 1	SLC19A2	Folate_carrier	-0.858275084848624	0.000750817435515665
LOC5507624	XM_048727628.1	XP_048583585.1	aldehyde dehydrogenase 1A1	-	Aldedh	-0.856122547111885	0.00561622434678596
LOC116610343	XM_048721389.1	XP_048577346.1	NA	RMI1	RMI1_N;RMI1_C	-0.852147982511968	0.00575578886925509
LOC5501085	XM_032369438.2	XP_032225329.2	NA	KLHL12	BTB;BACK;Kelch_1;Kelch_1;Kelch_1;Kelch_1;Kelch_2;Kelch_1;Kelch_2;Kelch_1	-0.85175029324479	0.00199939737562283
LOC5501168	XM_001622437.3	XP_001622487.2	NA	-	Tudor_5	-0.846564579781046	0.00128813004300084
LOC116616372	XM_032378480.2	XP_032234371.2	NA	NA	Ank_2;Ank;Ank_2;Ank_3;Ank_4;Ank;Ank_2;Ank;Ank_4;SAM_2;SAM_1	-0.840619930784638	0.00128813004300084
LOC5509541	XM_048719472.1	XP_048575429.1	NA	NUDCD3	Nudc_N;CS	-0.838464389494232	0.000114539685260277
LOC5503283	XM_001624327.3	XP_001624377.2	enoyl-CoA hydratase domain-containing protein 3%2C mitochondrial	ECHDC3	ECH_1;ECH_2	-0.838380648802394	0.000630686499076238
LOC5502190	XM_001623353.3	XP_001623403.2	UHRF1-like protein	-	SAD_SRA	-0.8371616892781	0.000207178922803334
LOC5513130	XM_048727049.1	XP_048583006.1	EARP-interacting protein homolog	TSSC1	WD40	-0.834830561902387	0.00314757250986198
LOC5502640	XM_048729497.1	XP_048585454.1	UPF0047 protein YjbQ	-	UPF0047	-0.833903590753641	0.00817017035932904
LOC5499572	XM_048723171.1	XP_048579128.1	NA	TOLLIP	C2;CUE;DMA	-0.830614669168376	8.86739604776388e-05
LOC5501757	XM_032370064.2	XP_032225955.2	centrosomal protein of 76 kDa	CEP76	CEP76-C2	-0.828956514865397	0.00488319779426015
LOC5514358	XM_032383929.2	XP_032239820.2	cytochrome P450 20A1	CYP20A1	p450	-0.828657620311003	2.06793007400544e-05
LOC5501758	XM_001622969.3	XP_001623019.2	NA	TRIP13	AAA_22;AAA	-0.827418611589751	4.16484608076241e-05
LOC5512408	XM_032381792.2	XP_032237683.2	structural maintenance of chromosomes protein 4	SMC4	AAA_15;SMC_N;AAA_23;SMC_hinge	-0.823812228204993	8.48536721368457e-05
LOC5505689	XM_032373994.2	XP_032229885.1	metaxin-2	MTX2	GST_N_4;Tom37;GST_C_6	-0.819355931695515	0.00249595295691684
LOC5505533	XM_032373890.2	XP_032229781.2	NA	NA	HMMR_N;HMMR_C	-0.818250949002179	0.00245303532216257
LOC5506002	XM_001626692.3	XP_001626742.1	proteasome subunit beta type-1	PSMB1	Proteasome	-0.81501411652569	0.000506389171560729
LOC5514951	XM_001635060.3	XP_001635110.2	NA	NA	Arf;Ras;Roc	-0.812543987640625	0.000294428465484074
LOC5502086	XM_048733990.1	XP_048589947.1	sphingomyelin phosphodiesterase	SMPD1	Metallophos;ASMase_C	-0.812287588727409	0.00145259312436799
LOC5511619	XM_001631951.3	XP_001632001.3	eukaryotic translation initiation factor 2A	EIF2A	eIF2A	-0.811816950470335	1.28023817365468e-05
LOC5501352	XM_048731284.1	XP_048587241.1	endoplasmic reticulum mannosyl-oligosaccharide 1%2C2-alpha-mannosidase	MAN1B1	Glyco_hydro_47	-0.811560733954001	0.00178353479980769
LOC5516655	XM_032386575.2	XP_032242466.2	vacuolar protein sorting-associated protein VTA1 homolog	VTA1	Vta1;Vta1_C	-0.811254913219846	0.00506933034452908
LOC5520582	XM_032365572.2	XP_032221463.2	NA	NA	DUF3384;Tuberin;Rap_GAP	-0.81111619598569	0.00145104603391589
LOC116613880	XM_032374393.2	XP_032230284.1	zinc finger MYND domain-containing protein 19	ZMYND19	HNH_3;zf-MYND	-0.807270238443575	0.00202350496607721
LOC5511051	XM_001631445.3	XP_001631495.3	phosphoserine phosphatase	PSPH	Hydrolase;HAD	-0.807199635692675	0.00956163377321147
LOC5512496	XM_001632769.3	XP_001632819.3	arginine--tRNA ligase%2C cytoplasmic	Aats-arg	Arg_tRNA_synt_N;tRNA-synt_1d;DALR_1	-0.80702298435713	0.000647282219834375
LOC5516466	XM_001636422.3	XP_001636472.1	NA	-	adh_short;KR;adh_short_C2	-0.800554655418966	0.00012369125421629
LOC5514744	XM_048734641.1	XP_048590598.1	KICSTOR subunit 2	C12orf66	C12orf66_like	-0.800543823464612	0.00213616589615159
LOC5519542	XM_032364358.2	XP_032220249.2	pseudouridylate synthase RPUSD2	RPUSD2	PseudoU_synth_2	-0.796448390578837	0.00982430249887069
LOC5502786	XM_048731152.1	XP_048587109.1	NA	NA	BRO1	-0.795034975182802	0.000962441400280026
LOC5514209	XM_001634396.3	XP_001634446.2	vesicle-associated membrane protein 3	VAMP1	Synaptobrevin	-0.788444573040558	0.00017603986692304
LOC5515955	XM_048734248.1	XP_048590205.1	mitochondrial folate transporter/carrier	SLC25A32	Mito_carr;Mito_carr;Mito_carr	-0.786543497843997	0.00270689842472609
LOC5521373	XM_001641240.3	XP_001641290.2	plasma alpha-L-fucosidase	FUCA1	Alpha_L_fucos;Fucosidase_C	-0.78524071376691	0.00154108128184705
LOC5503272	XM_048729962.1	XP_048585919.1	NA	GINS1	Sld5	-0.785109316268281	0.000303464706580372
LOC5508360	XM_032377121.2	XP_032233012.2	double-stranded RNA-specific adenosine deaminase	-	dsrm;dsrm;dsrm;dsrm;A_deamin	-0.784882831194238	2.24310557204287e-06
LOC5498882	XM_048722456.1	XP_048578413.1	NA	-	Annexin;Annexin;Annexin;Annexin	-0.783939839394612	2.53519709785534e-05
LOC5506266	XM_032374634.2	XP_032230525.1	NA	POGLUT1	Glyco_transf_90	-0.782450435248022	0.000788706384573194
LOC5509047	XM_001629513.3	XP_001629563.1	uncharacterized LOC5509047	NA	NA	-0.782103821375502	0.000466464889806705
LOC5505121	XM_001625918.3	XP_001625968.2	F-box only protein 21	-	YccV-like	-0.781638527639759	0.00150284717452098
LOC5512272	XM_001632572.3	XP_001632622.1	sterol carrier protein 2	-	Thiolase_N;Thiolase_C;SCP2	-0.780039283381131	3.41255177337007e-06
LOC5502220	XM_048731919.1	XP_048587876.1	aminomethyltransferase%2C mitochondrial	AMT	GCV_T;GCV_T_C	-0.776870456429025	0.00090599777425503
LOC5522131	XM_001641844.3	XP_001641894.3	NA	NA	Pkinase;PK_Tyr_Ser-Thr	-0.774453297471312	0.00345662461517471
LOC5512861	XM_048721913.1	XP_048577870.1	uncharacterized LOC5512861	NA	Laminin_G_3;Lectin_C	-0.772695206765681	0.000872454878436533
LOC5521352	XM_001640986.3	XP_001641036.3	NA	TATDN1	TatD_DNase	-0.772063034327701	0.00262178312440815
LOC5505352	XM_048731576.1	XP_048587533.1	kynurenine--oxoglutarate transaminase 3	CCBL2	Aminotran_1_2	-0.769472541230984	0.00183854829252243
LOC5507166	XM_001627776.3	XP_001627826.1	transmembrane emp24 domain-containing protein 5	TMED5	EMP24_GP25L	-0.767635288645325	0.00133459486944097
LOC116619861	XM_048732794.1	XP_048588751.1	NA	ZNHIT6	zf-HIT	-0.767001090724774	0.00299342556682745
LOC5519481	XM_001639318.2	XP_001639368.2	CDP-paratose 2-epimerase	-	RmlD_sub_bind;Epimerase;Polysacc_synt_2;3Beta_HSD;GDP_Man_Dehyd;NAD_binding_10	-0.766002928174543	0.000341710328684356
LOC5512072	XM_001632372.3	XP_001632422.3	NA	NA	MMR_HSR1;Dynamin_N;OPA1_C	-0.765912091455863	6.0354885296548e-05
LOC5521363	XM_048728555.1	XP_048584512.1	NA	AP5B1	NA	-0.765517529496985	0.00697738986960153
LOC5508402	XM_048731640.1	XP_048587597.1	low-density lipoprotein receptor-related protein 8	-	UPAR_LY6;Ldl_recept_b;Ldl_recept_b;Ldl_recept_b;FXa_inhibition;Gal_Lectin	-0.760097619706964	0.00207648511339165
